Stand,Plot ID,Quadrant,Genus Species,DBH 12.5cm or greater measured at 1.37m from base,Crown Vigor Classification 1 vigorous  5 dead,Crown Class (E D C I or O),Emerge holes between 1.25 and 1.75m,Woodpecker damage between 1.25 and 1.75m,Notes
L,PONUP3,NE,Quercus velutina,21.1,,,,,2 stems - Quve
L,PONUP3,NE,Quercus velutina,27.7,,,,,2 stems - Quve
L,PONUP3,NE,Sassafras albidium,17.9,,,,,
L,PONUP3,NE,Sassafras albidium,10.7,,,,,
L,PONUP3,NE,Tilia americana,12.5,,,,,
L,PONUP3,NE,Tilia americana,13.2,,,,,
L,PONUP3,NE,Tilia americana,20.3,,,,,2 stems - Tiam
L,PONUP3,NE,Tilia americana,27.2,,,,,2 stems - Tiam
L,PONUP3,NW,Acer rubrum,19.2,,,,,2 stems -Acru
L,PONUP3,NW,Acer rubrum,9.4,,,,,2 stems -Acru
L,PONUP3,NW,Acer rubrum,12.3,,,,,
L,PONUP3,NW,Cornus sp.,2.5,,,,,
L,PONUP3,NW,FRPE,16.1,4,C,0,10,bark splittingsprouting below zone
L,PONUP3,NW,FRPE,18.9,5,C,8,25,
L,PONUP3,NW,Quercus alba,37.2,,,,,
L,PONUP3,NW,Quercus alba,43.2,,,,,
L,PONUP3,NW,Quercus alba,44.5,,,,,
L,PONUP3,NW,Quercus rubra,22.2,,,,,
L,PONUP3,NW,Quercus rubra,25.3,,,,,
L,PONUP3,NW,Quercus rubra,26.9,,,,,
L,PONUP3,NW,Quercus rubra,34.5,,,,,
L,PONUP3,NW,Tilia americana,17.4,,,,,
L,PONUP3,SE,Acer rubrum,3.5,,,,,2 stems - Acru
L,PONUP3,SE,Acer rubrum,8.9,,,,,2 stems - Acru
L,PONUP3,SE,FRAM,20.6,5,C,4,0,lots of basal sprouting
L,PONUP3,SE,FRPE,8.1,5,O,6,0,lots of basal sprouting
L,PONUP3,SE,Quercus rubra,23.3,,,,,
L,PONUP3,SE,Quercus rubra,28.6,,,,,
L,PONUP3,SE,Quercus rubra,28.6,,,,,
L,PONUP3,SE,Quercus rubra,36.5,,,,,
L,PONUP3,SE,Quercus velutina,46.7,,,,,
L,PONUP3,SE,Sassafras albidium,14.8,,,,,
L,PONUP3,SE,Sassafras albidium,17,,,,,
L,PONUP3,SE,Tilia americana,12.5,,,,,
L,PONUP3,SE,Ulmus rubra,13.7,,,,,
L,PONUP3,SW,Acer rubrum,8.7,,,,,
L,PONUP3,SW,Carya ovata,26.6,,,,,
L,PONUP3,SW,Carya tomentosa,27.7,,,,,
L,PONUP3,SW,Cornus sp.,6,,,,,
L,PONUP3,SW,FRAM,24,2,D,0,0,2 stems - Fram
L,PONUP3,SW,FRAM,31.1,2,D,0,0,2 stems - Fram
L,PONUP3,SW,FRPE,17.1,5,C,0,0,Bark splitting
L,PONUP3,SW,FRPE,19.1,4,C,0,10,sprouts & wpd overhead
L,PONUP3,SW,FRPE,26.5,3,C,0,0,bark splittingwpd above zone
L,PONUP3,SW,Ostraya virginiana,4.1,,,,,
L,PONUP3,SW,Ostraya virginiana,7.1,,,,,
L,PONUP3,SW,Quercus alba,30.6,,,,,center tree
L,PONUP3,SW,Quercus rubra,22.7,,,,,
L,PONUP3,SW,Quercus rubra,24.1,,,,,
L,PONUP3,SW,Quercus rubra,27,,,,,
L,PONUP3,SW,Tilia americana,13.1,,,,,
L,PONUP3,SW,Tilia americana,26.6,,,,,
M,PONHD,NE,Carya cordiformis,7.3,,,,,
M,PONHD,NE,Carya ovata,8,,,,,
M,PONHD,NE,Carya tomentosa,37.8,,,,,
M,PONHD,NE,FRAM,16,5,C,1,0,dead sprouts
M,PONHD,NE,Ostraya virginiana,5,,,,,
M,PONHD,NE,Ostraya virginiana,5.5,,,,,
M,PONHD,NE,Ostraya virginiana,5.9,,,,,2 stems - Osvi
M,PONHD,NE,Ostraya virginiana,7.5,,,,,2 stems - Osvi
M,PONHD,NE,Quercus alba,51.3,,,,,
M,PONHD,NE,Quercus rubra,26.2,,,,,
M,PONHD,NE,Quercus rubra,26.5,,,,,
M,PONHD,NE,Quercus velutina,37.6,,,,,
M,PONHD,NE,Tilia americana,14,,,,,3 stems - Tiam
M,PONHD,NE,Tilia americana,14,,,,,2 stems - Tiam
M,PONHD,NE,Tilia americana,14.2,,,,,2 stems - Tiam
M,PONHD,NE,Tilia americana,16.7,,,,,2 stems - Tiam
M,PONHD,NE,Tilia americana,17.1,,,,,3 stems - Tiam
M,PONHD,NE,Tilia americana,26.2,,,,,2 stems - Tiam
M,PONHD,NE,Tilia americana,9.1,,,,,3 stems - Tiam
M,PONHD,NE,Tilia americana,10.7,,,,,2 stems - Tiam
M,PONHD,NE,Tilia americana,11.4,,,,,2 stems - Tiam
M,PONHD,NW,Carya cordiformis,12.6,,,,,
M,PONHD,NW,Carya cordiformis,5.3,,,,,
M,PONHD,NW,Carya cordiformis,7.3,,,,,
M,PONHD,NW,FRPE,15.7,5,C,5,8,live basal sprouts
M,PONHD,NW,FRPE,16.1,5,C,0,0,bark splitting
M,PONHD,NW,FRPE,17.2,2,C,0,3,2 stems Frpe
M,PONHD,NW,FRPE,20.7,4,C,0,2,live basal sproutsbark splitting- two stems Frpe
M,PONHD,NW,FRPE,25.6,5,C,0,4,WPD overheadsproutscenter tree
M,PONHD,NW,Ostraya virginiana,17,,,,,
M,PONHD,NW,Ostraya virginiana,4.8,,,,,
M,PONHD,NW,Ostraya virginiana,7,,,,,
M,PONHD,NW,Ostraya virginiana,3.9,,,,,OSVI - 2 stems
M,PONHD,NW,Ostraya virginiana,4.5,,,,,OSVI - 2 stems
M,PONHD,NW,Quercus alba,46.9,,,,,
M,PONHD,NW,Quercus rubra,14.8,,,,,
M,PONHD,NW,Quercus rubra,19.3,,,,,2 stems - Quru
M,PONHD,NW,Quercus rubra,20.6,,,,,2 stems - Quru
M,PONHD,NW,Quercus rubra,23.3,,,,,
M,PONHD,NW,Quercus velutina,32.3,,,,,
M,PONHD,NW,Tilia americana,13.6,,,,,2 stems - Tiam
M,PONHD,NW,Tilia americana,10.6,,,,,2 stems - Tiam
M,PONHD,SE,Carpinus caroliniana,4.2,,,,,
M,PONHD,SE,Carpinus caroliniana,1.80,,,,,
M,PONHD,SE,Carya cordiformis,10.1,,,,,2 stems - caco
M,PONHD,SE,Carya cordiformis,12,,,,,2 stems - caco
M,PONHD,SE,Carya tomentosa,32.7,,,,,
M,PONHD,SE,FRAM,19,5,C,0,0,sprouts and WPD overhead
M,PONHD,SE,FRAM,19.4,3,C,0,0,sprouting overhead
M,PONHD,SE,FRAM,20.7,4,C,0,0,bark splittinglive sprouts overhead
M,PONHD,SE,FRPE,13.7,5,C,0,0,dead sprouts
M,PONHD,SE,FRPE,14.7,5,C,0,5,live basal sprouts
M,PONHD,SE,FRPE,16.3,5,C,16,1,dead sprouts overhead
M,PONHD,SE,FRPE,17,5,C,0,0,live spouts overhead
M,PONHD,SE,FRPE,19.5,5,C,20,8,dead basal sprouts
M,PONHD,SE,Ostraya virginiana,3,,,,,2 stems - Osvi
M,PONHD,SE,Ostraya virginiana,3.3,,,,,3 stems - Osvi
M,PONHD,SE,Ostraya virginiana,3.5,,,,,
M,PONHD,SE,Ostraya virginiana,3.9,,,,,3 stems - Osvi
M,PONHD,SE,Ostraya virginiana,4.1,,,,,2 stems - Osvi
M,PONHD,SE,Ostraya virginiana,4.5,,,,,
M,PONHD,SE,Ostraya virginiana,4.8,,,,,
M,PONHD,SE,Ostraya virginiana,4.8,,,,,2 stems - Osvi
M,PONHD,SE,Ostraya virginiana,4.8,,,,,4 stems - Osvi
M,PONHD,SE,Ostraya virginiana,4.9,,,,,
M,PONHD,SE,Ostraya virginiana,5,,,,,4 stems - Osvi
M,PONHD,SE,Ostraya virginiana,5,,,,,4 stems - Osvi
M,PONHD,SE,Ostraya virginiana,5.8,,,,,2 stems - Osvi
M,PONHD,SE,Ostraya virginiana,6.5,,,,,4 stems - Osvi
M,PONHD,SE,Ostraya virginiana,6.6,,,,,2 stems - Osvi
M,PONHD,SE,Ostraya virginiana,8.6,,,,,2 stems - Osvi
M,PONHD,SE,Ostraya virginiana,10.1,,,,,3 stems - Osvi
M,PONHD,SE,Quercus rubra,16.5,,,,,
M,PONHD,SE,Quercus rubra,22.5,,,,,
M,PONHD,SE,Quercus rubra,26.8,,,,,
M,PONHD,SW,Acer rubrum,13.3,,,,,
M,PONHD,SW,Acer rubrum,15.6,,,,,
M,PONHD,SW,Carya cordiformis,13.5,,,,,
M,PONHD,SW,FRPE,14.9,5,C,0,1,Overhead sprouting
M,PONHD,SW,FRPE,15,4,C,0,11,sprouts
M,PONHD,SW,FRPE,15.2,4,C,1,3,sprouts
M,PONHD,SW,FRPE,15.2,4,C,0,0,sprouting
M,PONHD,SW,FRPE,16.2,5,C,0,0,wpd overhead
M,PONHD,SW,FRPE,16.7,5,C,0,10,green sprouts
M,PONHD,SW,FRPE,17.8,5,C,0,11,
M,PONHD,SW,FRPE,24.4,4,C,0,0,
M,PONHD,SW,FRPE,26.7,2,C,0,0,
M,PONHD,SW,FRPE,7.7,5,I,0,0,vigorous basal sprouts
M,PONHD,SW,Ostraya virginiana,4.4,,,,,3 stems - Osvi
M,PONHD,SW,Ostraya virginiana,5.5,,,,,
M,PONHD,SW,Ostraya virginiana,5.8,,,,,
M,PONHD,SW,Ostraya virginiana,6.4,,,,,3 stems - Osvi
M,PONHD,SW,Ostraya virginiana,8.5,,,,,3 stems - Osvi
M,PONHD,SW,Populus tremuloides,27.2,,,,,
M,PONHD,SW,Populus tremuloides,33.5,,,,,
M,PONHD,SW,Quercus rubra,13.2,,,,,
M,PONHD,SW,Quercus rubra,19.5,,,,,
M,PONHD,SW,Quercus rubra,22.2,,,,,
M,PONHD,SW,Quercus rubra,22.5,,,,,
M,PONHD,SW,Quercus rubra,24.4,,,,,
M,PONHD,SW,Quercus rubra,32,,,,,
M,PONHD,SW,Quercus velutina,33.8,,,,,
M,PONHD,SW,Tilia americana,14.2,,,,,
M,PONHD,SW,Tilia americana,18.2,,,,,2 stems - Tiam
M,PONHD,SW,Tilia americana,19.7,,,,,2 stems - Tiam
M,PONHD,SW,Tilia americana,22.6,,,,,Tiam - 2 stems
M,PONHD,SW,Tilia americana,20.8,,,,,Tiam - 2 stems
M,PONHD2,NE,Acer rubrum,12.7,,,,,
M,PONHD2,NE,Acer rubrum,16.7,,,,,
M,PONHD2,NE,Carya cordiformis,17,,,,,
M,PONHD2,NE,FRAM,13.5,5,C,2,0,wpd below zone
M,PONHD2,NE,FRAM,13.6,5,C,2,7,
M,PONHD2,NE,FRAM,17.5,5,C,2,0,
M,PONHD2,NE,FRAM,21.3,5,C,3,6,
M,PONHD2,NE,FRAM,21.7,3,C,0,7,sprouts along trunk
M,PONHD2,NE,FRAM,23,5,C,2,27,Live basal sprouts
M,PONHD2,NE,FRAM,23.6,2,C,0,3,live sprouts at base
M,PONHD2,NE,FRAM,23.7,5,C,0,29,
M,PONHD2,NE,FRAM,24.5,5,D,0,21,bark splitting
M,PONHD2,NE,FRAM,30.8,4,D,0,11,Dead sprouts
M,PONHD2,NE,FRAM,40.5,2,D,0,0,
M,PONHD2,NE,FRPE,21.1,3,C,0,19,sprouts along trunk bark splitting
M,PONHD2,NE,FRPE,21.6,5,C,0,60,
M,PONHD2,NE,FRPE,6.8,2,I,0,0,bark splitting
M,PONHD2,NE,Ostraya virginiana,12.7,,,,,
M,PONHD2,NE,Prunus serotina,13.6,,,,,
M,PONHD2,NE,Prunus serotina,15,,,,,
M,PONHD2,NE,Quercus rubra,18.5,,,,,
M,PONHD2,NE,Ulmus rubra,16.7,,,,,
M,PONHD2,NE,Ulmus rubra,4.4,,,,,2 stems - Ulru
M,PONHD2,NE,Ulmus rubra,5.4,,,,,
M,PONHD2,NE,Ulmus rubra,5.8,,,,,2 stems - Ulru
M,PONHD2,NE,Ulmus rubra,6.2,,,,,
M,PONHD2,NE,Ulmus rubra,8.2,,,,,
M,PONHD2,NE,Ulmus rubra,9,,,,,
M,PONHD2,NW,Acer rubrum,32,,,,,2 stems - Acru
M,PONHD2,NW,Acer rubrum,9.7,,,,,2 stems - Acru
M,PONHD2,NW,Carya cordiformis,13.1,,,,,
M,PONHD2,NW,Carya cordiformis,18,,,,,
M,PONHD2,NW,Carya tomentosa,22.6,,,,,
M,PONHD2,NW,Cornus sp.,2.5,,,,,
M,PONHD2,NW,Cornus sp.,2.5,,,,,
M,PONHD2,NW,Cornus sp.,2.5,,,,,
M,PONHD2,NW,FRPE,14.4,2,C,0,0,
M,PONHD2,NW,FRPE,14.4,5,C,3,11,basal sprouts
M,PONHD2,NW,FRPE,35,5,C,14,9,bark splitting and basal sprouts
M,PONHD2,NW,FRPE,4.5,1,O,0,0,basal sprouts
M,PONHD2,NW,Prunus serotina,24.6,,,,,
M,PONHD2,NW,Prunus serotina,35.7,,,,,
M,PONHD2,NW,Ulmus rubra,19.5,,,,,
M,PONHD2,NW,Ulmus rubra,5.9,,,,,
M,PONHD2,NW,Ulmus rubra,6.6,,,,,
M,PONHD2,NW,Ulmus rubra,6.8,,,,,
M,PONHD2,SE,FRAM,14.1,2,D,0,3,basal sprouts
M,PONHD2,SE,FRAM,14.9,5,C,0,2,dead sprouts along trunk
M,PONHD2,SE,FRAM,25.4,2,D,0,2,basal sprouts
M,PONHD2,SE,FRPE,14.4,5,I,0,0,
M,PONHD2,SE,FRPE,16.4,3,C,0,0,WPD below zonebark splittinglive sprouts
M,PONHD2,SE,FRPE,20.7,3,C,0,5,live sprouts along trunk -  bark splitting
M,PONHD2,SE,Juglans nigra,24.2,,,,,
M,PONHD2,SE,Juglans nigra,27.8,,,,,
M,PONHD2,SE,Prunus serotina,3.2,,,,,
M,PONHD2,SE,Quercus rubra,15,,,,,
M,PONHD2,SE,Quercus rubra,27,,,,, 2 stems - Quru
M,PONHD2,SE,Quercus rubra,30.7,,,,, 2 stems - Quru
M,PONHD2,SE,Sassafras albidium,13.7,,,,,
M,PONHD2,SE,Tilia americana,12.9,,,,,
M,PONHD2,SE,Ulmus rubra,12.9,,,,,
M,PONHD2,SE,Ulmus rubra,3.1,,,,,
M,PONHD2,SW,Acer rubrum,13.8,,,,,
M,PONHD2,SW,Acer rubrum,14,,,,,
M,PONHD2,SW,Acer rubrum,4,,,,,3 stems - Acru
M,PONHD2,SW,Acer rubrum,5.5,,,,,3 stems - Acru
M,PONHD2,SW,Acer rubrum,9.2,,,,,3 stems - Acru
M,PONHD2,SW,Carpinus caroliniana,3.5,,,,,
M,PONHD2,SW,Carpinus caroliniana,11.5,,,,,
M,PONHD2,SW,Carya glabra,37,,,,,
M,PONHD2,SW,FRAM,48.1,3,D,0,0,
M,PONHD2,SW,FRPE,15.2,4,C,0,11,live basal sprouts
M,PONHD2,SW,FRPE,26.1,3,D,0,3,Center tree
M,PONHD2,SW,FRPE,27.1,4,D,0,23,live basal sprouts
M,PONHD2,SW,FRPE,5.1,1,O,0,0,
M,PONHD2,SW,Prunus serotina,23.5,,,,,
M,PONHD2,SW,Quercus rubra,26.3,,,,,
M,PONHD2,SW,Quercus rubra,7.2,,,,,
M,PONHD2,SW,Ulmus rubra,3.3,,,,,
M,PONHD2,SW,Ulmus rubra,3.8,,,,,
M,PONHD2,SW,Ulmus rubra,5.5,,,,,
M,PONHD2,SW,Ulmus rubra,6.1,,,,,
M,PONHD2,SW,Ulmus rubra,10.7,,,,,
M,PONHD3,NE,Acer rubrum,11.7,,,,,
M,PONHD3,NE,Carya cordiformis,2.4,,,,,
M,PONHD3,NE,Carya cordiformis,7.5,,,,,
M,PONHD3,NE,FRPE,10.5,5,0,1,0,live basal sprouts
M,PONHD3,NE,Ostraya virginiana,3,,,,,
M,PONHD3,NE,Ostraya virginiana,3.1,,,,,
M,PONHD3,NE,Ostraya virginiana,3.1,,,,,
M,PONHD3,NE,Ostraya virginiana,3.4,,,,,
M,PONHD3,NE,Ostraya virginiana,3.4,,,,,
M,PONHD3,NE,Ostraya virginiana,4.4,,,,,
M,PONHD3,NE,Ostraya virginiana,4.7,,,,,
M,PONHD3,NE,Populus tremuloides,13.4,,,,,
M,PONHD3,NE,Populus tremuloides,24.5,,,,,2 stems - Potr
M,PONHD3,NE,Populus tremuloides,27,,,,,
M,PONHD3,NE,Populus tremuloides,28.5,,,,,2 stems - Potr
M,PONHD3,NE,Populus tremuloides,29.6,,,,,
M,PONHD3,NE,Populus tremuloides,32.6,,,,,
M,PONHD3,NE,Quercus alba,59.6,,,,,
M,PONHD3,NE,Quercus rubra,15.3,,,,,
M,PONHD3,NE,Quercus rubra,52.3,,,,,
M,PONHD3,NE,Quercus rubra,9.5,,,,,
M,PONHD3,NW,Acer rubrum,7.3,,,,,
M,PONHD3,NW,Carya cordiformis,3.9,,,,,
M,PONHD3,NW,FRAM,29.7,5,D,6,42,live basal sprouts -  bark splitting
M,PONHD3,NW,FRPE,14.2,5,C,3,0,bark splittingdead sprouts
M,PONHD3,NW,FRPE,14.3,5,C,0,0,live basal sprouts
M,PONHD3,NW,FRPE,14.7,5,C,0,0,dead sprouts overhead
M,PONHD3,NW,FRPE,14.9,5,C,0,2,
M,PONHD3,NW,FRPE,16.2,3,C,0,0,
M,PONHD3,NW,FRPE,17.2,5,C,0,0,basal sprouts
M,PONHD3,NW,FRPE,24.5,2,D,0,0,
M,PONHD3,NW,FRPE,3.2,4,O,0,0,live basal sprouts
M,PONHD3,NW,FRPE,3.7,4,O,0,6,bark cracking
M,PONHD3,NW,FRPE,11.7,5,C,0,0,dead sprouts below & overhead
M,PONHD3,NW,Ostraya virginiana,3.1,,,,,
M,PONHD3,NW,Ostraya virginiana,3.7,,,,,
M,PONHD3,NW,Quercus rubra,20.4,,,,,
M,PONHD3,NW,Quercus rubra,37.5,,,,,
M,PONHD3,NW,Quercus rubra,6.5,,,,,
M,PONHD3,NW,Tilia americana,9.2,,,,,
M,PONHD3,NW,Tilia americana,10.4,,,,,
M,PONHD3,SE,Acer rubrum,3.2,,,,,
M,PONHD3,SE,Acer rubrum,9.6,,,,,
M,PONHD3,SE,Carya tomentosa,22,,,,,
M,PONHD3,SE,FRAM,31.6,3,D,0,0,center treelive overhead sprouts
M,PONHD3,SE,FRAM,53.8,3,D,0,0,
M,PONHD3,SE,FRPE,9.1,1,I,0,1,sprouts -  bark cracking
M,PONHD3,SE,Ostraya virginiana,3.1,,,,,
M,PONHD3,SE,Ostraya virginiana,5.1,,,,,
M,PONHD3,SE,Quercus alba,55.6,,,,,
M,PONHD3,SE,Quercus rubra,12.5,,,,,
M,PONHD3,SE,Quercus rubra,13.9,,,,,2 stems - Quru
M,PONHD3,SE,Quercus rubra,15.1,,,,,
M,PONHD3,SE,Quercus rubra,15.3,,,,,2 stems - Quru
M,PONHD3,SE,Quercus rubra,18.5,,,,,
M,PONHD3,SE,Quercus rubra,21.7,,,,,
M,PONHD3,SE,Quercus rubra,28.9,,,,,
M,PONHD3,SE,Quercus rubra,10.3,,,,,
M,PONHD3,SE,Quercus rubra,10.7,,,,,
M,PONHD3,SE,Quercus velutina,12.8,,,,,
M,PONHD3,SE,Quercus velutina,43.7,,,,,
M,PONHD3,SE,Quercus velutina,64.9,,,,,
M,PONHD3,SW,Cornus sp.,2.6,,,,,
M,PONHD3,SW,Cornus sp.,4.5,,,,,
M,PONHD3,SW,FRAM,12.9,2,C,0,0,WPD overhead -  live sprouts -  bark splitting
M,PONHD3,SW,FRAM,40.4,2,D,0,0,
M,PONHD3,SW,FRPE,25.3,5,C,0,10,live basal sprouts
M,PONHD3,SW,FRPE,3.5,5,O,0,0,live basal sprouts
M,PONHD3,SW,FRPE,4.2,5,I,0,3,live sprouts at basebark splittinggalleries
M,PONHD3,SW,FRPE,5.4,1,I,0,0,bark cracking
M,PONHD3,SW,FRPE,6.5,5,I,0,0,live sprouts at BH
M,PONHD3,SW,FRPE,7,1,I,0,0,
M,PONHD3,SW,Juglans nigra,17.5,,,,,
M,PONHD3,SW,Ostraya virginiana,15,,,,,
M,PONHD3,SW,Ostraya virginiana,4.6,,,,,
M,PONHD3,SW,Prunus sp,2.6,,,,,
M,PONHD3,SW,Quercus rubra,23.1,,,,,
M,PONHD3,SW,Quercus velutina,37.8,,,,,
M,PONHD3,SW,Tilia americana,7.2,,,,,
M,PONHD3,SW,Ulmus rubra,11,,,,,
N,PONEAST,NE,Acer rubrum,12.5,,,,,2 stems - Acru
N,PONEAST,NE,Acer rubrum,11.3,,,,,2 stems - Acru
N,PONEAST,NE,Acer saccharum,27.9,,,,,
N,PONEAST,NE,FRPE,13.5,1,C,0,0,no signs of infestation
N,PONEAST,NE,FRPE,16.6,3,C,0,5,live sprouts along trunk and at base -  bark splitting
N,PONEAST,NE,FRPE,21.3,1,C,0,0,no signs of infestation
N,PONEAST,NE,FRPE,22.2,3,C,0,0,WPD overhead
N,PONEAST,NE,FRPE,10.4,5,I,0,9,live sprouts along trunk
N,PONEAST,NE,Ostraya virginiana,3,,,,,2 stems - Osvi
N,PONEAST,NE,Ostraya virginiana,5.2,,,,,2 stems - Osvi
N,PONEAST,NE,Tilia americana,13,,,,,3 stems - Tiam
N,PONEAST,NE,Tilia americana,13.6,,,,,3 stems - Tiam
N,PONEAST,NE,Tilia americana,15,,,,,
N,PONEAST,NE,Tilia americana,16.1,,,,,
N,PONEAST,NE,Tilia americana,17.5,,,,,
N,PONEAST,NE,Tilia americana,17.6,,,,,
N,PONEAST,NE,Tilia americana,17.8,,,,,
N,PONEAST,NE,Tilia americana,21.6,,,,,2 stems - Tiam
N,PONEAST,NE,Tilia americana,23.1,,,,,2 stems - Tiam
N,PONEAST,NE,Tilia americana,6.1,,,,,
N,PONEAST,NE,Tilia americana,7.4,,,,,3 stems - Tiam
N,PONEAST,NE,Tilia americana,7.6,,,,,
N,PONEAST,NE,Tilia americana,10.4,,,,,
N,PONEAST,NW,Acer saccharum,14.7,,,,,
N,PONEAST,NW,Acer saccharum,4.5,,,,,
N,PONEAST,NW,Acer saccharum,11.5,,,,,
N,PONEAST,NW,FRAM,17.8,5,C,3,0,
N,PONEAST,NW,FRPE,17.6,2,C,0,0,
N,PONEAST,NW,FRPE,9.9,4,C,1,4,live sprouts everywhere
N,PONEAST,NW,Ostraya virginiana,6.2,,,,,2 stems - OSvi
N,PONEAST,NW,Ostraya virginiana,7.70,,,,,2 stems - OSvi
N,PONEAST,NW,Ostraya virginiana,13.9,,,,,
N,PONEAST,NW,Ostraya virginiana,17.5,,,,,
N,PONEAST,NW,Quercus alba,23.3,,,,,
N,PONEAST,NW,Quercus alba,40.4,,,,,
N,PONEAST,NW,Quercus alba,20,,,,,2 stems - Qual
N,PONEAST,NW,Quercus alba,25.3,,,,,2 stems - Qual
N,PONEAST,NW,Sassafras albidium,21,,,,,
N,PONEAST,NW,Tilia americana,18.2,,,,,2 stems - Tiam
N,PONEAST,NW,Tilia americana,19.4,,,,,
N,PONEAST,NW,Tilia americana,21.2,,,,,
N,PONEAST,NW,Tilia americana,8.3,,,,,2 stems - Tiam
N,PONEAST,NW,Tilia americana,10.9,,,,,
N,PONEAST,SE,Carya cordiformis,24.5,,,,,
N,PONEAST,SE,Ostraya virginiana,7.1,,,,,2 stems - Osvi
N,PONEAST,SE,Ostraya virginiana,7.50,,,,,2 stems - Osvi
N,PONEAST,SE,Populus tremuloides,15.7,,,,,
N,PONEAST,SE,Quercus alba,30.4,,,,,
N,PONEAST,SE,Quercus alba,43.1,,,,,
N,PONEAST,SE,Quercus rubra,40.9,,,,,
N,PONEAST,SE,Tilia americana,13,,,,,
N,PONEAST,SE,Tilia americana,14.6,,,,,
N,PONEAST,SE,Tilia americana,7.5,,,,,
N,PONEAST,SE,Tilia americana,9.8,,,,,2 stems - Tiam
N,PONEAST,SE,Tilia americana,10.3,,,,,2 stems - Tiam
N,PONEAST,SW,Acer saccharum,14.7,,,,,2 stems - Acsa
N,PONEAST,SW,Acer saccharum,11,,,,,
N,PONEAST,SW,Acer saccharum,12.2,,,,,2 stems - Acsa
N,PONEAST,SW,Carpinus caroliniana,2,,,,,3 stems - Caca
N,PONEAST,SW,Carpinus caroliniana,2.2,,,,,3 stems - Caca
N,PONEAST,SW,Carpinus caroliniana,2.7,,,,,3 stems - Caca
N,PONEAST,SW,Carya cordiformis,28,,,,,center tree
N,PONEAST,SW,Carya cordiformis,28.8,,,,,
N,PONEAST,SW,Carya ovata,27,,,,,
N,PONEAST,SW,FRPE,15.1,4,C,0,7,sprouts overheadbark splitting
N,PONEAST,SW,Ostraya virginiana,10.9,,,,,
N,PONEAST,SW,Quercus alba,23.2,,,,,
N,PONEAST,SW,Quercus rubra,34.4,,,,,
N,PONEAST,SW,Quercus rubra,35.3,,,,,
N,PONEAST2,NE,Acer rubrum,16.2,,,,,
N,PONEAST2,NE,Acer rubrum,15.1,,,,,2 stems - ACru
N,PONEAST2,NE,Acer rubrum,15.2,,,,,2 stems - ACru
N,PONEAST2,NE,Acer rubrum,3.6,,,,,2 stems - Acru
N,PONEAST2,NE,Acer rubrum,4.5,,,,,
N,PONEAST2,NE,Acer rubrum,5.7,,,,,
N,PONEAST2,NE,Acer rubrum,5.9,,,,,
N,PONEAST2,NE,Acer rubrum,6.7,,,,,2 stems - Acru
N,PONEAST2,NE,Acer rubrum,7.9,,,,,
N,PONEAST2,NE,Acer rubrum,9,,,,,
N,PONEAST2,NE,Acer rubrum,10,,,,,
N,PONEAST2,NE,Acer saccharum,3.3,,,,,7 stems - Acsa
N,PONEAST2,NE,Acer saccharum,3.3,,,,,7 stems - Acsa
N,PONEAST2,NE,Acer saccharum,4.7,,,,,7 stems - Acsa
N,PONEAST2,NE,Acer saccharum,4.9,,,,,7 stems - Acsa
N,PONEAST2,NE,Acer saccharum,5.2,,,,,7 stems - Acsa
N,PONEAST2,NE,Acer saccharum,8.6,,,,,7 stems - Acsa
N,PONEAST2,NE,Acer saccharum,10.6,,,,,7 stems - Acsa
N,PONEAST2,NE,Cornus sp.,10.2,,,,,
N,PONEAST2,NE,FRAM,15.5,5,D,3,0,live sprouts at base
N,PONEAST2,NE,FRPE,15.3,5,I,0,0,live sprouts at base
N,PONEAST2,NE,FRPE,16.1,2,D,0,1,sprouts & wpd overhead
N,PONEAST2,NE,FRPE,16.2,5,C,0,8,live sprouts at base
N,PONEAST2,NE,FRPE,17.2,5,C,0,0,live sprouts at base -  dead sprouts overhead
N,PONEAST2,NE,FRPE,18.7,5,C,0,0,live sprouts at base & above bark splitting
N,PONEAST2,NE,FRPE,25.6,5,D,0,11,live sprouts at base bark splitting
N,PONEAST2,NE,Quercus rubra,17.6,,,,,two stems - Quru
N,PONEAST2,NE,Quercus rubra,18.2,,,,,
N,PONEAST2,NE,Quercus rubra,20.1,,,,,two stems - Quru
N,PONEAST2,NE,Quercus rubra,25.3,,,,,
N,PONEAST2,NE,Quercus rubra,27.8,,,,,2 stems - Quru
N,PONEAST2,NE,Quercus rubra,33,,,,,
N,PONEAST2,NE,Quercus rubra,34.1,,,,,2 stems - Quru
N,PONEAST2,NE,Quercus velutina,41.5,,,,,
N,PONEAST2,NE,Sassafras albidium,14.5,,,,,
N,PONEAST2,NE,Sassafras albidium,12,,,,,
N,PONEAST2,NE,Tilia americana,15,,,,,2 stems - Tiam
N,PONEAST2,NE,Tilia americana,19.2,,,,,
N,PONEAST2,NE,Tilia americana,24.8,,,,,2 stems - Tiam
N,PONEAST2,NE,Tilia americana,10.4,,,,,2 stems - Tiam
N,PONEAST2,NE,Tilia americana,10.8,,,,,2 stems - Tiam
N,PONEAST2,NE,Tilia americana,11.7,,,,,
N,PONEAST2,NW,Acer saccharum,5.2,,,,,
N,PONEAST2,NW,Acer saccharum,5.5,,,,,
N,PONEAST2,NW,FRAM,23.9,5,C,0,0,
